rank	experiment	compression	int_encoding	date_encoding	timestamp_encoding	string_encoding	physical_bytes	baseline_encoded_bytes	encoded_bytes	compressed_bytes	post_encoding_ratio	post_compression_ratio	codec_ratio	elapsed_ms	result_file	column_stats_tsv	output_dir
35	rows-1000000-comp-none-int-plain-str-delta-byte-array-date-delta-binary-packed-ts-delta-binary-packed	none	plain	delta-binary-packed	delta-binary-packed	delta-byte-array	712398624	825621935	501577326	501577326	1.646051		1.000000	10727	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-plain-str-delta-byte-array-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-plain-str-delta-byte-array-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-plain-str-delta-byte-array-date-delta-binary-packed-ts-delta-binary-packed
36	rows-1000000-comp-none-int-plain-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed	none	plain	delta-binary-packed	delta-binary-packed	delta-length-byte-array	712398624	825621935	704136747	704136747	1.172531		1.000000	10360	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-plain-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-plain-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-plain-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed
37	rows-1000000-comp-none-int-rle-dict-str-plain-date-plain-ts-plain	none	rle-dict	plain	plain	plain	712398624	825621935	550848612	550848612	1.498818		1.000000	14894	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-plain-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-plain-date-plain-ts-plain
38	rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain	none	rle-dict	plain	plain	rle-dict	712398624	825621935	201068221	201068221	4.106178		1.000000	15109	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain
39	rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-plain	none	rle-dict	plain	plain	delta-byte-array	712398624	825621935	244234502	244234502	3.380448		1.000000	15052	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-plain
40	rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-plain	none	rle-dict	plain	plain	delta-length-byte-array	712398624	825621935	446504544	446504544	1.849078		1.000000	14730	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-plain
41	rows-1000000-comp-none-int-rle-dict-str-plain-date-plain-ts-rle-dict	none	rle-dict	plain	rle-dict	plain	712398624	825621935	548890904	548890904	1.504164		1.000000	15154	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-plain-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-plain-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-plain-date-plain-ts-rle-dict
42	rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict	none	rle-dict	plain	rle-dict	rle-dict	712398624	825621935	199057141	199057141	4.147663		1.000000	15413	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict
43	rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict	none	rle-dict	plain	rle-dict	delta-byte-array	712398624	825621935	242245216	242245216	3.408207		1.000000	15389	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict
44	rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict	none	rle-dict	plain	rle-dict	delta-length-byte-array	712398624	825621935	444554028	444554028	1.857191		1.000000	15033	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict
45	rows-1000000-comp-none-int-rle-dict-str-plain-date-plain-ts-delta-binary-packed	none	rle-dict	plain	delta-binary-packed	plain	712398624	825621935	537102106	537102106	1.537179		1.000000	14778	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-plain-date-plain-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-plain-date-plain-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-plain-date-plain-ts-delta-binary-packed
46	rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-delta-binary-packed	none	rle-dict	plain	delta-binary-packed	rle-dict	712398624	825621935	187268142	187268142	4.408769		1.000000	14881	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-delta-binary-packed
47	rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-delta-binary-packed	none	rle-dict	plain	delta-binary-packed	delta-byte-array	712398624	825621935	230400769	230400769	3.583417		1.000000	15065	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-delta-binary-packed
48	rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-delta-binary-packed	none	rle-dict	plain	delta-binary-packed	delta-length-byte-array	712398624	825621935	432765257	432765257	1.907782		1.000000	14675	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-delta-binary-packed
49	rows-1000000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-plain	none	rle-dict	rle-dict	plain	plain	712398624	825621935	546843883	546843883	1.509795		1.000000	14795	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-plain
50	rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain	none	rle-dict	rle-dict	plain	rle-dict	712398624	825621935	197065811	197065811	4.189575		1.000000	15176	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain
51	rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain	none	rle-dict	rle-dict	plain	delta-byte-array	712398624	825621935	240187745	240187745	3.437402		1.000000	15120	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain
52	rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-plain	none	rle-dict	rle-dict	plain	delta-length-byte-array	712398624	825621935	442512104	442512104	1.865761		1.000000	14771	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-plain
53	rows-1000000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict	none	rle-dict	rle-dict	rle-dict	plain	712398624	825621935	544885411	544885411	1.515221		1.000000	15424	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict
54	rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict	none	rle-dict	rle-dict	rle-dict	rle-dict	712398624	825621935	195070303	195070303	4.232433		1.000000	15781	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict
55	rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-rle-dict	none	rle-dict	rle-dict	rle-dict	delta-byte-array	712398624	825621935	238248541	238248541	3.465381		1.000000	15638	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-rle-dict
56	rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-rle-dict	none	rle-dict	rle-dict	rle-dict	delta-length-byte-array	712398624	825621935	440554123	440554123	1.874053		1.000000	15346	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-rle-dict
57	rows-1000000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-delta-binary-packed	none	rle-dict	rle-dict	delta-binary-packed	plain	712398624	825621935	533131831	533131831	1.548626		1.000000	14786	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-delta-binary-packed
58	rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-rle-dict-ts-delta-binary-packed	none	rle-dict	rle-dict	delta-binary-packed	rle-dict	712398624	825621935	183245268	183245268	4.505557		1.000000	14858	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-rle-dict-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-rle-dict-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-rle-dict-ts-delta-binary-packed
59	rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-delta-binary-packed	none	rle-dict	rle-dict	delta-binary-packed	delta-byte-array	712398624	825621935	226400865	226400865	3.646726		1.000000	15103	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-delta-binary-packed
